Level,Date and Time,Source,Event ID,Task Category, Description
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.601
ProcessGuid: {22a2695c-3fbd-6429-ace6-000000006e00}
ProcessId: 21980
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.515
ProcessGuid: {22a2695c-3fc3-6429-ece6-000000006e00}
ProcessId: 15400
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.511
ProcessGuid: {22a2695c-3fc3-6429-ebe6-000000006e00}
ProcessId: 4544
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.502
ProcessGuid: {22a2695c-3fc3-6429-eae6-000000006e00}
ProcessId: 24600
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.410
ProcessGuid: {22a2695c-3fc3-6429-ece6-000000006e00}
ProcessId: 15400
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-3fc3-6429-ebe6-000000006e00}
ParentProcessId: 4544
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 780 800 804 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.405
ProcessGuid: {22a2695c-3fc3-6429-ebe6-000000006e00}
ProcessId: 4544
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 780 800 804 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-3fc3-6429-eae6-000000006e00}
ParentProcessId: 24600
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.361
ProcessGuid: {22a2695c-3fc3-6429-e9e6-000000006e00}
ProcessId: 26096
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.356
ProcessGuid: {22a2695c-3fc3-6429-e8e6-000000006e00}
ProcessId: 21236
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.354
ProcessGuid: {22a2695c-3fc3-6429-eae6-000000006e00}
ProcessId: 24600
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.346
ProcessGuid: {22a2695c-3fc3-6429-e7e6-000000006e00}
ProcessId: 24792
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.262
ProcessGuid: {22a2695c-3fc3-6429-e9e6-000000006e00}
ProcessId: 26096
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-3fc3-6429-e8e6-000000006e00}
ParentProcessId: 21236
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 788 808 812 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.257
ProcessGuid: {22a2695c-3fc3-6429-e8e6-000000006e00}
ProcessId: 21236
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 788 808 812 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-3fc3-6429-e7e6-000000006e00}
ParentProcessId: 24792
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:39.209
ProcessGuid: {22a2695c-3fc3-6429-e7e6-000000006e00}
ProcessId: 24792
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:41:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:39.033
ProcessGuid: {22a2695c-3fc0-6429-d3e6-000000006e00}
ProcessId: 27392
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.860
ProcessGuid: {22a2695c-3fc2-6429-e4e6-000000006e00}
ProcessId: 4596
Image: C:\Program Files\Splunk\bin\splunk.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.858
ProcessGuid: {22a2695c-3fc2-6429-e5e6-000000006e00}
ProcessId: 6136
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.854
ProcessGuid: {22a2695c-3fc2-6429-e6e6-000000006e00}
ProcessId: 6296
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.560
ProcessGuid: {22a2695c-3fc2-6429-e6e6-000000006e00}
ProcessId: 6296
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-3fc2-6429-e5e6-000000006e00}
ParentProcessId: 6136
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool web list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.550
ProcessGuid: {22a2695c-3fc2-6429-e5e6-000000006e00}
ProcessId: 6136
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-3fc2-6429-e4e6-000000006e00}
ParentProcessId: 4596
ParentImage: C:\Program Files\Splunk\bin\splunk.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool web list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.537
ProcessGuid: {22a2695c-3fc2-6429-e4e6-000000006e00}
ProcessId: 4596
Image: C:\Program Files\Splunk\bin\splunk.exe
FileVersion: 9.0.4.1
Description: splunk Application
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk.exe
CommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=25E3FC615BC21AB798B3CCF76A7B9332458C7384B96C84BD150FB69F514429B1
ParentProcessGuid: {22a2695c-3fc0-6429-d3e6-000000006e00}
ParentProcessId: 27392
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_secure_gateway\bin\ssg_enable_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.531
ProcessGuid: {22a2695c-3fc2-6429-e1e6-000000006e00}
ProcessId: 27344
Image: C:\Program Files\Splunk\bin\splunk.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.528
ProcessGuid: {22a2695c-3fc2-6429-e2e6-000000006e00}
ProcessId: 25260
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.524
ProcessGuid: {22a2695c-3fc2-6429-e3e6-000000006e00}
ProcessId: 3812
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.247
ProcessGuid: {22a2695c-3fc2-6429-e3e6-000000006e00}
ProcessId: 3812
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-3fc2-6429-e2e6-000000006e00}
ParentProcessId: 25260
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.238
ProcessGuid: {22a2695c-3fc2-6429-e2e6-000000006e00}
ProcessId: 25260
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-3fc2-6429-e1e6-000000006e00}
ParentProcessId: 27344
ParentImage: C:\Program Files\Splunk\bin\splunk.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:38.226
ProcessGuid: {22a2695c-3fc2-6429-e1e6-000000006e00}
ProcessId: 27344
Image: C:\Program Files\Splunk\bin\splunk.exe
FileVersion: 9.0.4.1
Description: splunk Application
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk.exe
CommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=25E3FC615BC21AB798B3CCF76A7B9332458C7384B96C84BD150FB69F514429B1
ParentProcessGuid: {22a2695c-3fc0-6429-d3e6-000000006e00}
ParentProcessId: 27392
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_secure_gateway\bin\ssg_enable_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:38.103
ProcessGuid: {22a2695c-3fc1-6429-e0e6-000000006e00}
ProcessId: 10540
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:37.812
ProcessGuid: {22a2695c-3fc1-6429-e0e6-000000006e00}
ProcessId: 10540
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\splunkd"" local-rest-uri -p 8089
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-3fc0-6429-d3e6-000000006e00}
ParentProcessId: 27392
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_secure_gateway\bin\ssg_enable_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.744
ProcessGuid: {22a2695c-3fbe-6429-b6e6-000000006e00}
ProcessId: 18788
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.648
ProcessGuid: {22a2695c-3fc1-6429-dee6-000000006e00}
ProcessId: 26200
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.643
ProcessGuid: {22a2695c-3fc1-6429-dfe6-000000006e00}
ProcessId: 27476
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:37.327
ProcessGuid: {22a2695c-3fc1-6429-dfe6-000000006e00}
ProcessId: 27476
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-3fc1-6429-dee6-000000006e00}
ParentProcessId: 26200
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:41:37.318
ProcessGuid: {22a2695c-3fc1-6429-dee6-000000006e00}
ProcessId: 26200
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-3fbe-6429-b6e6-000000006e00}
ParentProcessId: 18788
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.315
ProcessGuid: {22a2695c-3fc0-6429-dce6-000000006e00}
ProcessId: 8760
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.311
ProcessGuid: {22a2695c-3fc0-6429-dde6-000000006e00}
ProcessId: 1416
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.268
ProcessGuid: {22a2695c-3fc0-6429-dae6-000000006e00}
ProcessId: 27352
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.263
ProcessGuid: {22a2695c-3fc0-6429-dbe6-000000006e00}
ProcessId: 23832
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.153
ProcessGuid: {22a2695c-3fbe-6429-b8e6-000000006e00}
ProcessId: 21324
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.113
ProcessGuid: {22a2695c-3fc0-6429-d8e6-000000006e00}
ProcessId: 26208
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:41:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:41:37.108
ProcessGuid: {22a2695c-3fc0-6429-d9e6-000000006e00}
ProcessId: 21076
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
